order_id,order_date,product_id,product_name,category,region,customer_segment,list_price,selling_price,discount_percent,unit_cost,quantity_sold,revenue,gross_profit,gross_margin_percent
109,2024-11-05,P001,Laptop Basic,Electronics,East,Consumer,700,560.0,20,480,5,2800.0,400.0,14.29
110,2024-10-28,P008,Monitor 32 inch,Electronics,South,Small Business,350,315.0,10,230,6,1890.0,510.0,26.98
111,2024-05-25,P006,Standing Desk,Furniture,North,Small Business,600,450.0,25,390,9,4050.0,540.0,13.33
112,2024-02-14,P002,Laptop Pro,Electronics,North,Small Business,1200,1200.0,0,850,13,15600.0,4550.0,29.17
113,2024-07-27,P003,Wireless Mouse,Accessories,North,Small Business,40,34.0,15,18,11,374.0,176.0,47.06
114,2024-09-04,P005,Office Chair,Furniture,North,Enterprise,250,212.5,15,140,8,1700.0,580.0,34.12
115,2024-11-24,P009,Headset,Accessories,South,Consumer,90,76.5,15,45,5,382.5,157.5,41.18
116,2024-01-30,P004,Keyboard,Accessories,North,Small Business,65,61.75,5,30,12,741.0,381.0,51.42
117,2024-10-25,P009,Headset,Accessories,West,Small Business,90,72.0,20,45,8,576.0,216.0,37.5
118,2024-07-18,P005,Office Chair,Furniture,North,Enterprise,250,187.5,25,140,8,1500.0,380.0,25.33
119,2024-06-30,P008,Monitor 32 inch,Electronics,South,Consumer,350,315.0,10,230,12,3780.0,1020.0,26.98
120,2024-10-01,P005,Office Chair,Furniture,West,Consumer,250,212.5,15,140,8,1700.0,580.0,34.12
121,2024-01-15,P006,Standing Desk,Furniture,West,Consumer,600,510.0,15,390,8,4080.0,960.0,23.53
122,2024-10-29,P009,Headset,Accessories,East,Small Business,90,85.5,5,45,8,684.0,324.0,47.37
123,2024-08-26,P001,Laptop Basic,Electronics,South,Consumer,700,630.0,10,480,8,5040.0,1200.0,23.81
124,2024-04-30,P006,Standing Desk,Furniture,West,Consumer,600,600.0,0,390,5,3000.0,1050.0,35.0
125,2024-09-28,P004,Keyboard,Accessories,West,Consumer,65,58.5,10,30,2,117.0,57.0,48.72
126,2024-03-26,P005,Office Chair,Furniture,South,Enterprise,250,225.0,10,140,9,2025.0,765.0,37.78
127,2024-02-01,P001,Laptop Basic,Electronics,South,Small Business,700,700.0,0,480,5,3500.0,1100.0,31.43
128,2024-08-03,P002,Laptop Pro,Electronics,East,Enterprise,1200,1080.0,10,850,6,6480.0,1380.0,21.3
129,2024-05-31,P001,Laptop Basic,Electronics,West,Enterprise,700,560.0,20,480,9,5040.0,720.0,14.29
130,2024-05-23,P005,Office Chair,Furniture,West,Consumer,250,250.0,0,140,4,1000.0,440.0,44.0
131,2024-07-07,P010,Webcam,Accessories,North,Small Business,120,120.0,0,70,15,1800.0,750.0,41.67
132,2024-01-21,P002,Laptop Pro,Electronics,South,Small Business,1200,1020.0,15,850,13,13260.0,2210.0,16.67
133,2024-11-16,P003,Wireless Mouse,Accessories,West,Consumer,40,34.0,15,18,8,272.0,128.0,47.06
134,2024-02-17,P010,Webcam,Accessories,East,Small Business,120,114.0,5,70,9,1026.0,396.0,38.6
135,2024-03-05,P008,Monitor 32 inch,Electronics,North,Consumer,350,280.0,20,230,6,1680.0,300.0,17.86
136,2024-10-13,P004,Keyboard,Accessories,East,Small Business,65,65.0,0,30,2,130.0,70.0,53.85
137,2024-05-04,P005,Office Chair,Furniture,East,Consumer,250,250.0,0,140,5,1250.0,550.0,44.0
138,2024-04-11,P008,Monitor 32 inch,Electronics,North,Enterprise,350,332.5,5,230,12,3990.0,1230.0,30.83
139,2024-02-23,P008,Monitor 32 inch,Electronics,South,Small Business,350,332.5,5,230,8,2660.0,820.0,30.83
140,2024-02-09,P002,Laptop Pro,Electronics,West,Enterprise,1200,1020.0,15,850,3,3060.0,510.0,16.67
141,2024-05-08,P009,Headset,Accessories,South,Enterprise,90,76.5,15,45,9,688.5,283.5,41.18
142,2024-10-23,P007,Monitor 24 inch,Electronics,East,Small Business,180,153.0,15,110,12,1836.0,516.0,28.1
143,2024-09-16,P005,Office Chair,Furniture,North,Consumer,250,225.0,10,140,5,1125.0,425.0,37.78
144,2024-07-25,P008,Monitor 32 inch,Electronics,West,Small Business,350,280.0,20,230,4,1120.0,200.0,17.86
145,2024-08-25,P010,Webcam,Accessories,South,Enterprise,120,120.0,0,70,7,840.0,350.0,41.67
146,2024-01-27,P010,Webcam,Accessories,West,Consumer,120,120.0,0,70,13,1560.0,650.0,41.67
147,2024-10-02,P007,Monitor 24 inch,Electronics,South,Enterprise,180,162.0,10,110,4,648.0,208.0,32.1
148,2024-11-11,P001,Laptop Basic,Electronics,West,Small Business,700,630.0,10,480,7,4410.0,1050.0,23.81
149,2024-03-18,P009,Headset,Accessories,West,Enterprise,90,81.0,10,45,12,972.0,432.0,44.44
150,2024-02-06,P007,Monitor 24 inch,Electronics,South,Small Business,180,180.0,0,110,11,1980.0,770.0,38.89
151,2024-12-30,P002,Laptop Pro,Electronics,North,Enterprise,1200,1080.0,10,850,8,8640.0,1840.0,21.3
152,2024-10-04,P006,Standing Desk,Furniture,North,Enterprise,600,480.0,20,390,15,7200.0,1350.0,18.75
153,2024-06-24,P008,Monitor 32 inch,Electronics,South,Small Business,350,297.5,15,230,7,2082.5,472.5,22.69
154,2024-05-14,P001,Laptop Basic,Electronics,East,Consumer,700,630.0,10,480,8,5040.0,1200.0,23.81
155,2024-08-22,P005,Office Chair,Furniture,East,Small Business,250,187.5,25,140,2,375.0,95.0,25.33
156,2024-01-11,P008,Monitor 32 inch,Electronics,West,Enterprise,350,297.5,15,230,11,3272.5,742.5,22.69
157,2024-05-01,P003,Wireless Mouse,Accessories,East,Small Business,40,36.0,10,18,10,360.0,180.0,50.0
158,2024-07-23,P006,Standing Desk,Furniture,North,Consumer,600,540.0,10,390,8,4320.0,1200.0,27.78
159,2024-10-29,P005,Office Chair,Furniture,North,Consumer,250,175.0,30,140,6,1050.0,210.0,20.0
160,2024-10-31,P009,Headset,Accessories,South,Small Business,90,85.5,5,45,8,684.0,324.0,47.37
161,2024-10-21,P001,Laptop Basic,Electronics,South,Consumer,700,560.0,20,480,6,3360.0,480.0,14.29
162,2024-03-30,P008,Monitor 32 inch,Electronics,South,Consumer,350,297.5,15,230,6,1785.0,405.0,22.69
163,2024-11-20,P003,Wireless Mouse,Accessories,East,Consumer,40,34.0,15,18,9,306.0,144.0,47.06
164,2024-01-13,P006,Standing Desk,Furniture,East,Small Business,600,480.0,20,390,9,4320.0,810.0,18.75
165,2024-11-16,P007,Monitor 24 inch,Electronics,West,Consumer,180,171.0,5,110,9,1539.0,549.0,35.67
166,2024-10-14,P004,Keyboard,Accessories,West,Enterprise,65,52.0,20,30,5,260.0,110.0,42.31
167,2024-10-02,P007,Monitor 24 inch,Electronics,North,Enterprise,180,126.0,30,110,2,252.0,32.0,12.7
168,2024-12-12,P006,Standing Desk,Furniture,East,Enterprise,600,480.0,20,390,4,1920.0,360.0,18.75
169,2024-01-04,P009,Headset,Accessories,West,Consumer,90,85.5,5,45,12,1026.0,486.0,47.37
170,2024-10-02,P006,Standing Desk,Furniture,North,Consumer,600,480.0,20,390,6,2880.0,540.0,18.75
171,2024-05-06,P008,Monitor 32 inch,Electronics,West,Enterprise,350,350.0,0,230,8,2800.0,960.0,34.29
172,2024-05-02,P010,Webcam,Accessories,West,Small Business,120,96.0,20,70,10,960.0,260.0,27.08
173,2024-04-13,P007,Monitor 24 inch,Electronics,North,Enterprise,180,171.0,5,110,7,1197.0,427.0,35.67
174,2024-04-22,P003,Wireless Mouse,Accessories,East,Consumer,40,40.0,0,18,10,400.0,220.0,55.0
175,2024-01-29,P010,Webcam,Accessories,North,Enterprise,120,90.0,25,70,7,630.0,140.0,22.22
176,2024-04-11,P008,Monitor 32 inch,Electronics,South,Enterprise,350,245.0,30,230,6,1470.0,90.0,6.12
177,2024-07-28,P007,Monitor 24 inch,Electronics,North,Consumer,180,126.0,30,110,13,1638.0,208.0,12.7
178,2024-09-28,P002,Laptop Pro,Electronics,West,Consumer,1200,1080.0,10,850,11,11880.0,2530.0,21.3
179,2024-06-29,P002,Laptop Pro,Electronics,North,Consumer,1200,1140.0,5,850,11,12540.0,3190.0,25.44
180,2024-10-23,P002,Laptop Pro,Electronics,North,Enterprise,1200,960.0,20,850,4,3840.0,440.0,11.46
181,2024-12-28,P008,Monitor 32 inch,Electronics,South,Consumer,350,280.0,20,230,5,1400.0,250.0,17.86
182,2024-05-23,P002,Laptop Pro,Electronics,South,Small Business,1200,1080.0,10,850,7,7560.0,1610.0,21.3
183,2024-01-19,P002,Laptop Pro,Electronics,North,Small Business,1200,1080.0,10,850,7,7560.0,1610.0,21.3
184,2024-08-12,P001,Laptop Basic,Electronics,South,Small Business,700,700.0,0,480,10,7000.0,2200.0,31.43
185,2024-07-20,P001,Laptop Basic,Electronics,East,Enterprise,700,700.0,0,480,9,6300.0,1980.0,31.43
186,2024-12-29,P003,Wireless Mouse,Accessories,North,Small Business,40,40.0,0,18,12,480.0,264.0,55.0
187,2024-12-30,P010,Webcam,Accessories,East,Enterprise,120,120.0,0,70,6,720.0,300.0,41.67
188,2024-01-06,P003,Wireless Mouse,Accessories,West,Enterprise,40,32.0,20,18,8,256.0,112.0,43.75
189,2024-10-15,P007,Monitor 24 inch,Electronics,East,Small Business,180,153.0,15,110,11,1683.0,473.0,28.1
190,2024-01-12,P005,Office Chair,Furniture,East,Small Business,250,187.5,25,140,6,1125.0,285.0,25.33
191,2024-11-30,P009,Headset,Accessories,South,Small Business,90,63.0,30,45,6,378.0,108.0,28.57
192,2024-02-13,P010,Webcam,Accessories,East,Enterprise,120,120.0,0,70,12,1440.0,600.0,41.67
193,2024-07-20,P004,Keyboard,Accessories,East,Enterprise,65,52.0,20,30,1,52.0,22.0,42.31
194,2024-08-21,P009,Headset,Accessories,South,Small Business,90,67.5,25,45,12,810.0,270.0,33.33
195,2024-07-02,P007,Monitor 24 inch,Electronics,South,Small Business,180,180.0,0,110,7,1260.0,490.0,38.89
196,2024-11-20,P001,Laptop Basic,Electronics,South,Consumer,700,630.0,10,480,7,4410.0,1050.0,23.81
197,2024-02-09,P009,Headset,Accessories,North,Small Business,90,90.0,0,45,11,990.0,495.0,50.0
198,2024-11-10,P006,Standing Desk,Furniture,North,Small Business,600,540.0,10,390,10,5400.0,1500.0,27.78
199,2024-06-26,P010,Webcam,Accessories,South,Small Business,120,84.0,30,70,3,252.0,42.0,16.67
200,2024-08-26,P008,Monitor 32 inch,Electronics,North,Consumer,350,280.0,20,230,5,1400.0,250.0,17.86
201,2024-05-08,P001,Laptop Basic,Electronics,South,Consumer,700,665.0,5,480,8,5320.0,1480.0,27.82
202,2024-03-31,P001,Laptop Basic,Electronics,East,Enterprise,700,490.0,30,480,10,4900.0,100.0,2.04
203,2024-12-01,P004,Keyboard,Accessories,South,Enterprise,65,65.0,0,30,9,585.0,315.0,53.85
204,2024-01-22,P007,Monitor 24 inch,Electronics,South,Consumer,180,162.0,10,110,8,1296.0,416.0,32.1
205,2024-04-23,P009,Headset,Accessories,North,Small Business,90,76.5,15,45,6,459.0,189.0,41.18
206,2024-10-04,P010,Webcam,Accessories,South,Small Business,120,102.0,15,70,13,1326.0,416.0,31.37
207,2024-03-07,P001,Laptop Basic,Electronics,West,Enterprise,700,630.0,10,480,7,4410.0,1050.0,23.81
208,2024-08-24,P008,Monitor 32 inch,Electronics,West,Small Business,350,297.5,15,230,10,2975.0,675.0,22.69
209,2024-11-16,P008,Monitor 32 inch,Electronics,West,Consumer,350,332.5,5,230,7,2327.5,717.5,30.83
210,2024-07-13,P008,Monitor 32 inch,Electronics,West,Enterprise,350,315.0,10,230,3,945.0,255.0,26.98
211,2024-03-23,P007,Monitor 24 inch,Electronics,West,Small Business,180,162.0,10,110,2,324.0,104.0,32.1
212,2024-11-17,P009,Headset,Accessories,South,Consumer,90,72.0,20,45,9,648.0,243.0,37.5
213,2024-01-20,P003,Wireless Mouse,Accessories,North,Enterprise,40,34.0,15,18,10,340.0,160.0,47.06
214,2024-05-18,P010,Webcam,Accessories,East,Consumer,120,108.0,10,70,12,1296.0,456.0,35.19
215,2024-06-07,P006,Standing Desk,Furniture,South,Consumer,600,450.0,25,390,7,3150.0,420.0,13.33
216,2024-12-26,P006,Standing Desk,Furniture,North,Small Business,600,480.0,20,390,7,3360.0,630.0,18.75
217,2024-01-14,P010,Webcam,Accessories,West,Small Business,120,84.0,30,70,8,672.0,112.0,16.67
218,2024-09-03,P002,Laptop Pro,Electronics,East,Small Business,1200,1080.0,10,850,4,4320.0,920.0,21.3
219,2024-07-09,P001,Laptop Basic,Electronics,East,Small Business,700,490.0,30,480,8,3920.0,80.0,2.04
220,2024-10-18,P006,Standing Desk,Furniture,North,Consumer,600,540.0,10,390,8,4320.0,1200.0,27.78
221,2024-10-10,P002,Laptop Pro,Electronics,North,Enterprise,1200,1080.0,10,850,7,7560.0,1610.0,21.3
222,2024-03-23,P005,Office Chair,Furniture,East,Enterprise,250,200.0,20,140,7,1400.0,420.0,30.0
223,2024-02-22,P005,Office Chair,Furniture,North,Consumer,250,200.0,20,140,12,2400.0,720.0,30.0
224,2024-10-11,P009,Headset,Accessories,South,Consumer,90,67.5,25,45,8,540.0,180.0,33.33
225,2024-08-13,P010,Webcam,Accessories,West,Enterprise,120,96.0,20,70,7,672.0,182.0,27.08
226,2024-09-19,P006,Standing Desk,Furniture,West,Consumer,600,600.0,0,390,3,1800.0,630.0,35.0
227,2024-11-23,P006,Standing Desk,Furniture,East,Consumer,600,420.0,30,390,3,1260.0,90.0,7.14
228,2024-04-12,P008,Monitor 32 inch,Electronics,South,Small Business,350,297.5,15,230,9,2677.5,607.5,22.69
229,2024-02-08,P010,Webcam,Accessories,North,Enterprise,120,102.0,15,70,5,510.0,160.0,31.37
230,2024-11-04,P010,Webcam,Accessories,South,Small Business,120,102.0,15,70,7,714.0,224.0,31.37
231,2024-10-16,P006,Standing Desk,Furniture,East,Small Business,600,540.0,10,390,8,4320.0,1200.0,27.78
232,2024-06-19,P010,Webcam,Accessories,West,Consumer,120,96.0,20,70,12,1152.0,312.0,27.08
233,2024-12-17,P004,Keyboard,Accessories,East,Enterprise,65,58.5,10,30,11,643.5,313.5,48.72
234,2024-01-21,P004,Keyboard,Accessories,North,Enterprise,65,58.5,10,30,8,468.0,228.0,48.72
235,2024-05-12,P005,Office Chair,Furniture,West,Consumer,250,250.0,0,140,12,3000.0,1320.0,44.0
236,2024-11-12,P003,Wireless Mouse,Accessories,West,Small Business,40,38.0,5,18,10,380.0,200.0,52.63
237,2024-09-01,P001,Laptop Basic,Electronics,North,Small Business,700,700.0,0,480,2,1400.0,440.0,31.43
238,2024-10-28,P004,Keyboard,Accessories,East,Small Business,65,58.5,10,30,12,702.0,342.0,48.72
239,2024-03-23,P009,Headset,Accessories,West,Enterprise,90,67.5,25,45,8,540.0,180.0,33.33
240,2024-07-20,P003,Wireless Mouse,Accessories,East,Enterprise,40,32.0,20,18,1,32.0,14.0,43.75
241,2024-05-14,P009,Headset,Accessories,North,Enterprise,90,81.0,10,45,10,810.0,360.0,44.44
242,2024-04-28,P007,Monitor 24 inch,Electronics,North,Enterprise,180,135.0,25,110,8,1080.0,200.0,18.52
243,2024-05-09,P004,Keyboard,Accessories,South,Small Business,65,65.0,0,30,7,455.0,245.0,53.85
244,2024-02-29,P005,Office Chair,Furniture,East,Consumer,250,237.5,5,140,10,2375.0,975.0,41.05
245,2024-06-22,P004,Keyboard,Accessories,East,Enterprise,65,58.5,10,30,7,409.5,199.5,48.72
